ADC, K2000,INL ppm,,,,,,,,,, K2000,INL1,INL2,INL3,INL4,INL ppm
-8.791766622,-8.807607774,17.33823947,,,,,,,,,,-8.807607774,33.26205187,13.48436011,19.61906992,-15.05387184,17.33823947
-8.679531126,-8.695095896,26.00386478,,,,,,,,,,-8.695095896,18.49375421,-5.876495517,25.07483879,-14.64223795,26.00386478
-8.581893188,-8.597665321,-11.16189043,,,,,,,,,,-8.597665321,18.18021243,20.42261704,28.39826522,29.20555137,-11.16189043
-8.47724717,-8.492782272,-5.144936243,,,,,,,,,,-8.492782272,25.60328788,14.82067985,22.71982074,24.13801129,-5.144936243
-8.372909537,-8.388059234,15.73640017,,,,,,,,,,-8.388059234,18.05901909,-4.66477458,18.73005608,15.6231736,15.73640017
-8.268401773,-8.283240581,29.15001328,,,,,,,,,,-8.283240581,-3.658351899,27.30919144,26.45776771,27.5732612,29.15001328
-8.171352799,-8.186062076,25.71616395,,,,,,,,,,-8.186062076,-4.669496379,33.41304857,19.76176159,22.19206124,25.71616395
-8.066760754,-8.081347089,20.35255797,,,,,,,,,,-8.081347089,-17.61813616,10.26555082,34.44276442,-2.020710245,20.35255797
-7.96259335,-7.976739798,46.70161249,,,,,,,,,,-7.976739798,0.487440525,-1.519180332,27.97977602,25.63015126,46.70161249
-7.858033586,-7.87180887,66.12379297,,,,,,,,,,-7.87180887,5.378274379,-20.32996287,41.451528,38.36703543,66.12379297
-7.753413473,-7.76689367,77.94092562,,,,,,,,,,-7.76689367,13.73401934,5.79604176,44.99185887,30.4999629,77.94092562
-7.64855853,-7.662407794,23.41505402,,,,,,,,,,-7.662407794,-19.97092952,48.81230968,41.19302623,16.99104843,23.41505402
-7.544741697,-7.558514892,13.50277402,,,,,,,,,,-7.558514892,22.87799442,42.16252323,78.10485573,41.26210649,13.50277402
-7.44051443,-7.453624137,62.16412876,,,,,,,,,,-7.453624137,13.47112028,54.83986452,86.3474707,33.61193648,62.16412876
-7.342721017,-7.356016792,27.0980653,,,,,,,,,,-7.356016792,45.13813951,50.36748397,60.60428724,44.93691956,27.0980653
-7.238544639,-7.251243515,69.12033004,,,,,,,,,,-7.251243515,26.33013899,66.75911925,91.81816048,21.96034946,69.12033004
-7.133816934,-7.146507933,52.24675119,,,,,,,,,,-7.146507933,1.423853317,42.47221296,74.58228101,11.70741026,52.24675119
-7.028997229,-7.041777326,25.67651126,,,,,,,,,,-7.041777326,22.97072056,27.18046342,20.93036628,55.0766371,25.67651126
-6.924444391,-6.937145552,15.92633727,,,,,,,,,,-6.937145552,4.432713954,11.90969189,50.66218431,47.27592283,15.92633727
-6.819953786,-6.832199658,43.75849407,,,,,,,,,,-6.832199658,1.028875929,33.12772657,81.23664811,46.34785287,43.75849407
-6.715617487,-6.727502185,62.22104144,,,,,,,,,,-6.727502185,6.208398167,32.25960618,81.58563419,20.24669721,62.22104144
-6.610868482,-6.6227483,45.0446762,,,,,,,,,,-6.6227483,49.81441963,68.49928095,50.4940159,84.25800694,45.0446762
-6.506156541,-6.517985311,32.48357578,,,,,,,,,,-6.517985311,48.92592001,76.76028893,90.93016789,51.68893711,32.48357578
-6.40928884,-6.420767683,51.08272925,,,,,,,,,,-6.420767683,8.434503805,56.64502688,69.65781613,53.25286089,51.08272925
-6.304769676,-6.316038132,54.46116739,,,,,,,,,,-6.316038132,41.31201786,35.1446453,44.5301768,44.4471141,54.46116739
-6.199928832,-6.211157277,40.77649154,,,,,,,,,,-6.211157277,54.75161051,35.18494757,52.51525704,53.60971424,40.77649154
-6.096107454,-6.106836458,73.12925306,,,,,,,,,,-6.106836458,49.39965835,7.05932394,46.22783079,39.21369497,73.12925306
-5.991350802,-6.002284095,35.06996993,,,,,,,,,,-6.002284095,12.29943988,52.63305547,77.59766449,61.28382364,35.06996993
-5.886652258,-5.897541589,21.8037235,,,,,,,,,,-5.897541589,30.41542336,50.59046907,70.38356738,61.00949323,21.8037235
-5.782736015,-5.792763549,90.31498507,,,,,,,,,,-5.792763549,25.00558285,33.92818612,41.6979419,38.22279694,90.31498507
-5.677761393,-5.688095378,42.01997356,,,,,,,,,,-5.688095378,73.60335108,75.02623254,79.43031789,69.68795934,42.01997356
-5.57364372,-5.583694315,52.75410374,,,,,,,,,,-5.583694315,16.69076854,42.82069527,72.433238,88.03836223,52.75410374
-5.476459232,-5.486240946,63.20890484,,,,,,,,,,-5.486240946,54.16102264,44.51268297,98.98661876,71.25390309,63.20890484
-5.371995667,-5.381597905,63.51083093,,,,,,,,,,-5.381597905,28.40919142,62.85727827,53.80479209,83.73765742,63.51083093
-5.267264803,-5.276841258,48.42429994,,,,,,,,,,-5.276841258,35.25770648,47.77017689,87.26874019,78.75879164,48.42429994
-5.163122459,-5.172286986,71.98639491,,,,,,,,,,-5.172286986,25.83019556,80.61514874,76.07251592,37.18606919,71.98639491
-5.058310848,-5.067622799,39.5947552,,,,,,,,,,-5.067622799,38.53950421,67.09193838,115.2066176,76.60382832,39.5947552
-4.953727349,-4.962698535,55.97815941,,,,,,,,,,-4.962698535,18.0743647,72.25981426,87.82952041,79.59003154,55.97815941
-4.841938427,-4.850770703,50.99507083,,,,,,,,,,-4.850770703,35.6911278,5.870652587,64.20698303,85.74990762,50.99507083
-4.744457329,-4.753213515,42.15326521,,,,,,,,,,-4.753213515,28.3946098,74.06153702,82.5888106,87.68252849,42.15326521
-4.640096037,-4.648415636,68.14018138,,,,,,,,,,-4.648415636,71.73345597,67.80290646,74.56386566,25.46675427,68.14018138
-4.543314864,-4.551223676,92.82966317,,,,,,,,,,-4.551223676,58.68678873,56.48994887,66.08058043,26.36399207,92.82966317
-4.438728681,-4.446521264,86.79687769,,,,,,,,,,-4.446521264,46.75026295,52.93639383,69.77517449,39.56718038,86.79687769
-4.319149339,-4.326957752,65.05220497,,,,,,,,,,-4.326957752,53.43170309,63.28969955,65.95067483,66.58227929,65.05220497
-4.229514673,-4.237342563,47.99293723,,,,,,,,,,-4.237342563,35.84887191,53.07446528,54.02095339,71.55533637,47.99293723
-4.125261273,-4.132650866,74.16875859,,,,,,,,,,-4.132650866,62.23079948,77.03758235,73.48634863,59.73822588,74.16875859
-4.020780449,-4.027995905,73.93477464,,,,,,,,,,-4.027995905,42.39087728,72.66116304,75.13642389,76.68485059,73.93477464
-3.91603911,-3.923262459,55.48455598,,,,,,,,,,-3.923262459,1.069156301,42.07247189,62.8625218,77.56036773,55.48455598
-3.811881648,-3.818654212,82.92324928,,,,,,,,,,-3.818654212,28.77356439,84.46665178,94.29013012,76.47061805,82.92324928
-3.707601796,-3.714333092,69.45866004,,,,,,,,,,-3.714333092,56.60317639,64.14067994,43.4363412,49.96291043,69.45866004
-3.610465484,-3.617385278,34.26081151,,,,,,,,,,-3.617385278,70.95465449,70.32148056,52.1278152,54.26581542,34.26081151
-3.506359626,-3.512707568,73.79449146,,,,,,,,,,-3.512707568,31.68154579,76.44173295,110.4011542,108.8277919,73.79449146
-3.401680554,-3.407989328,60.05293694,,,,,,,,,,-3.407989328,81.30202288,94.00392419,76.40639711,72.40466636,60.05293694
-3.297483438,-3.303383707,83.26407307,,,,,,,,,,-3.303383707,36.81482523,69.20449686,101.6719201,83.16597084,83.26407307
-3.192721232,-3.198770931,50.68050266,,,,,,,,,,-3.198770931,65.08952658,113.731124,84.42471393,74.02134249,50.68050266
-3.088546844,-3.094092898,83.39342814,,,,,,,,,,-3.094092898,35.27760625,79.8186631,107.7682792,67.19794838,83.39342814
-2.983807766,-2.989483184,52.81697407,,,,,,,,,,-2.989483184,25.52340789,64.96281743,73.83226327,78.8160691,52.81697407
-2.879777137,-2.88468055,112.3448884,,,,,,,,,,-2.88468055,53.91944399,112.3308535,87.39573922,50.78145585,112.3448884
-2.774977396,-2.78015305,67.49459787,,,,,,,,,,-2.78015305,65.21865865,92.9965465,107.4905149,83.03164982,67.49459787
-2.677865188,-2.682987413,56.45271844,,,,,,,,,,-2.682987413,68.1383964,52.45838112,57.91688644,42.59106086,56.45271844
-2.573614768,-2.578152284,97.24555325,,,,,,,,,,-2.578152284,46.25449808,87.09532191,82.17680126,49.76336731,97.24555325
-2.468945799,-2.473622219,65.72853017,,,,,,,,,,-2.473622219,64.26187602,80.74471618,88.41174531,70.09753226,65.72853017
-2.364806549,-2.369059047,90.48852436,,,,,,,,,,-2.369059047,25.54215624,108.9595096,96.80023614,104.8390489,90.48852436
-2.26042948,-2.264419074,99.13376779,,,,,,,,,,-2.264419074,63.68190388,63.56718392,69.08107664,80.75519167,99.13376779
-2.148299137,-2.152390409,70.07487601,,,,,,,,,,-2.152390409,70.83442373,87.51996455,72.9203749,50.7835531,70.07487601
-2.051727167,-2.055343986,101.1554993,,,,,,,,,,-2.055343986,59.16780208,62.7619266,117.4560796,91.88309272,101.1554993
-1.946978717,-1.950643478,78.7059349,,,,,,,,,,-1.950643478,52.52115589,104.4793851,82.57551401,70.41978573,78.7059349
-1.842704228,-1.846181541,79.83560007,,,,,,,,,,-1.846181541,65.12735468,91.31897838,97.44159424,80.59038057,79.83560007
-1.745791857,-1.749169163,73.47736429,,,,,,,,,,-1.749169163,67.82419315,60.24679232,112.141699,84.76637415,73.47736429
-1.641665163,-1.644424508,117.6106555,,,,,,,,,,-1.644424508,42.51353017,102.3798031,81.66302825,68.04451957,117.6106555
-1.536792716,-1.539834201,71.75987396,,,,,,,,,,-1.539834201,57.45240924,57.18825678,70.17282889,76.75146168,71.75987396
-1.432628644,-1.435261592,94.9797768,,,,,,,,,,-1.435261592,51.10269964,94.59112273,91.72960467,96.97387879,94.9797768
-1.328487168,-1.33085871,103.5152003,,,,,,,,,,-1.33085871,29.01482928,109.2152858,71.80126665,102.2045076,103.5152003
-1.223669928,-1.226326295,57.40568091,,,,,,,,,,-1.226326295,68.12161143,67.67841792,69.05288367,59.34382211,57.40568091
-1.118885569,-1.121492732,44.64827979,,,,,,,,,,-1.121492732,59.1114598,80.25425363,74.56873581,64.89199616,44.64827979
-1.01478991,-1.016862982,80.4139471,,,,,,,,,,-1.016862982,78.67934427,110.3710367,109.3844643,108.7792942,80.4139471
-0.91016896,-0.912149788,71.98085346,,,,,,,,,,-0.912149788,58.92819237,85.78567977,101.6891415,72.57062079,71.98085346
-0.813473694,-0.814963834,104.661468,,,,,,,,,,-0.814963834,18.76942803,52.17721372,98.33960155,63.14441644,104.661468
-0.708962252,-0.710363408,95.92135018,,,,,,,,,,-0.710363408,65.53858708,112.4917454,128.8252868,105.8008545,95.92135018
-0.60422501,-0.60563261,77.61645808,,,,,,,,,,-0.60563261,28.43036929,64.74501993,79.6480014,48.69230999,77.61645808
-0.499931712,-0.501115386,82.38461033,,,,,,,,,,-0.501115386,48.73395205,86.2136632,101.3093965,50.68296618,82.38461033
-0.395769565,-0.39658411,101.6706531,,,,,,,,,,-0.39658411,69.7565345,118.5849353,131.7335873,86.37459579,101.6706531
-0.291309644,-0.292249548,71.54112712,,,,,,,,,,-0.292249548,41.92348833,53.66379302,111.1563794,84.3621951,71.54112712
-0.187016424,-0.187482574,101.2499946,,,,,,,,,,-0.187482574,60.81064183,112.8840854,94.79158786,71.45453895,101.2499946
-0.082662904,-0.083219598,74.6139931,,,,,,,,,,-0.083219598,65.40121556,100.241565,121.1530182,56.72013426,74.6139931
0.013108022,0.013256745,128.8871554,,,,,,,,,,0.013256745,35.34329021,67.97771292,69.73831684,76.16099721,128.8871554
0.117959094,0.117610616,61.57007261,,,,,,,,,,0.117610616,48.64235613,110.3255744,110.6983905,99.66803154,61.57007261
0.222233323,0.222318723,87.30126673,,,,,,,,,,0.222318723,56.13455662,120.7903348,113.3910351,64.42026548,87.30126673
0.326401101,0.326629602,84.02167445,,,,,,,,,,0.326629602,85.51600115,78.82376905,96.14839846,94.2351769,84.02167445
0.430467421,0.431330374,129.8114555,,,,,,,,,,0.431330374,78.41722078,99.93809305,75.19533208,112.7122721,129.8114555
0.535412516,0.535913373,75.9663263,,,,,,,,,,0.535913373,45.01142932,56.26729602,108.2686048,61.31610358,75.9663263
0.639551562,0.640290007,82.12440584,,,,,,,,,,0.640290007,69.43038928,77.72719898,114.4228247,84.24670316,82.12440584
0.743704826,0.744782931,98.47004575,,,,,,,,,,0.744782931,79.77722364,99.46930514,89.29220292,89.65972215,98.47004575
0.847841411,0.849435337,132.4049426,,,,,,,,,,0.849435337,85.07808717,86.50366279,79.84000535,82.61781647,132.4049426
0.945157979,0.946396774,80.54139699,,,,,,,,,,0.946396774,61.4601948,79.98599844,130.269332,81.95623201,80.54139699
1.049258425,1.05109088,122.253162,,,,,,,,,,1.05109088,66.94534872,54.40815753,73.51748227,82.34324331,122.253162
1.153988542,1.155559975,78.53462017,,,,,,,,,,1.155559975,35.59018371,56.69128613,88.79343944,99.21353592,78.53462017
1.258226645,1.260032768,84.38665472,,,,,,,,,,1.260032768,57.60110508,84.4197045,125.5575454,63.60804331,84.38665472
1.362530126,1.364664986,99.61650586,,,,,,,,,,1.364664986,72.7515455,70.05727197,72.74226654,82.97957878,99.61650586
1.466821026,1.468742088,60.68646472,,,,,,,,,,1.468742088,34.96074189,80.41741872,107.721794,94.22681727,60.68646472
1.570862415,1.573393314,104.0231106,,,,,,,,,,1.573393314,52.94143401,103.9935812,81.0852423,76.88459125,104.0231106
1.675745818,1.678018958,60.60447029,,,,,,,,,,1.678018958,21.57494323,89.15942056,103.2411905,85.40231334,60.60447029
1.779854823,1.782415702,71.77422877,,,,,,,,,,1.782415702,83.51402578,78.71058248,93.13156306,111.8187053,71.77422877
1.87650095,1.879556261,104.8368782,,,,,,,,,,1.879556261,60.58010153,69.2802777,116.5990801,56.84447501,104.8368782
1.9806936,1.983985066,110.8428303,,,,,,,,,,1.983985066,74.55037506,60.9754818,117.817227,63.16492294,110.8428303
2.084970852,2.088457572,112.7513132,,,,,,,,,,2.088457572,93.06924064,60.28716051,87.63261686,80.14098787,112.7513132
2.1818396,2.185387124,102.4867442,,,,,,,,,,2.185387124,44.36436231,92.49540169,106.5486731,99.5463278,102.4867442
2.293824646,2.297420314,88.40928938,,,,,,,,,,2.297420314,82.91740224,93.10407424,85.07544392,106.2905302,88.40928938
2.398315007,2.40189842,69.56592801,,,,,,,,,,2.40189842,46.62466357,74.36839655,107.0268394,113.3865826,69.56592801
2.502520824,2.506366045,78.13063402,,,,,,,,,,2.506366045,50.4204091,94.72544306,128.5243232,98.34650928,78.13063402
2.606680594,2.610853463,93.2760024,,,,,,,,,,2.610853463,102.6748583,90.86148634,87.33636689,114.9273569,93.2760024
2.710802403,2.715268013,104.9429583,,,,,,,,,,2.715268013,99.63104696,63.80169932,87.93476528,79.98313242,104.9429583
2.807520087,2.812299607,119.9717822,,,,,,,,,,2.812299607,59.64581669,58.17914983,98.27547236,82.46251273,119.9717822
2.912625168,2.917149011,76.72360983,,,,,,,,,,2.917149011,80.88306084,72.30915385,109.2124402,91.40723227,76.72360983
3.016698903,3.021325943,69.47623463,,,,,,,,,,3.021325943,86.47301989,89.75602857,95.68744993,62.34870101,69.47623463
3.121111323,3.126039057,81.88814449,,,,,,,,,,3.126039057,46.81938569,70.08640944,109.9622868,114.8990408,81.88814449
3.22532143,3.230466893,86.05166002,,,,,,,,,,3.230466893,47.00472359,96.76886973,94.15610197,81.01073488,86.05166002
3.329542008,3.3349555,95.2349279,,,,,,,,,,3.3349555,49.58063599,88.18076234,82.09889509,62.65472515,95.2349279
3.433575364,3.439091127,87.90191784,,,,,,,,,,3.439091127,68.7119604,66.06827669,104.0148156,81.53486924,87.90191784
3.538133297,3.543600705,65.44324943,,,,,,,,,,3.543600705,42.04282111,78.34925042,127.0503375,99.86963503,65.44324943
3.642363536,3.648125287,77.25185094,,,,,,,,,,3.648125287,69.08441763,90.2464813,108.0434745,99.08380066,77.25185094
3.739030326,3.745187124,100.389275,,,,,,,,,,3.745187124,62.9847712,49.9970745,106.436718,87.09074839,100.389275
3.842833662,3.849279686,111.7590269,,,,,,,,,,3.849279686,72.10285453,61.85262462,101.5314262,81.94121874,111.7590269
3.946998895,3.95370795,120.4526703,,,,,,,,,,3.95370795,71.9174633,65.75765331,116.6334855,82.71174071,120.4526703
4.051155246,4.057902419,106.6944378,,,,,,,,,,4.057902419,79.71150279,56.87002502,111.2019362,65.42146456,106.6944378
4.155765039,4.162377703,75.62615233,,,,,,,,,,4.162377703,69.88534333,57.61217986,120.3214949,78.29632327,75.62615233
4.260312374,4.266805659,46.07884762,,,,,,,,,,4.266805659,64.55062563,69.34800436,102.0037569,84.87999724,46.07884762
4.349203479,4.356337061,95.01110866,,,,,,,,,,4.356337061,48.48866734,51.86051821,81.43729611,56.72535672,95.01110866
4.468406756,4.475637532,84.61319184,,,,,,,,,,4.475637532,68.09185467,75.62857651,103.0751151,80.59570741,84.61319184
4.573010079,4.580079527,50.86861977,,,,,,,,,,4.580079527,67.04474249,80.35352533,95.02439858,85.18280334,50.86861977
4.669614897,4.677019762,68.06354927,,,,,,,,,,4.677019762,73.06675511,73.15858058,68.38302761,80.08832037,68.06354927
4.773877736,4.781732859,95.431862,,,,,,,,,,4.781732859,49.0375369,88.39639408,97.84334854,86.51830809,95.431862
4.871004172,4.878647668,57.92667902,,,,,,,,,,4.878647668,65.17299777,75.28684864,66.36569828,96.25432141,57.92667902
4.982312945,4.990448872,88.31704337,,,,,,,,,,4.990448872,22.42358162,39.12978216,71.92913341,51.23016773,88.31704337
5.087066745,5.095032146,53.62884781,,,,,,,,,,5.095032146,41.34706353,57.7495506,97.37287658,71.17029831,53.62884781
5.191099762,5.199462389,75.74165745,,,,,,,,,,5.199462389,38.02713696,74.63696647,82.09703555,62.92541648,75.74165745
5.295060212,5.303618296,77.72382763,,,,,,,,,,5.303618296,51.99716057,42.71717339,38.79504151,40.6626376,77.72382763
5.399426233,5.407930612,54.76342298,,,,,,,,,,5.407930612,61.84975692,51.84397476,89.97163775,77.22772923,54.76342298
5.503618155,5.51234527,59.42986068,,,,,,,,,,5.51234527,62.96230805,50.40466287,81.46450584,46.83506622,59.42986068
5.600283921,5.609324516,74.42451186,,,,,,,,,,5.609324516,13.43621873,53.38893331,68.29889416,45.56439678,74.42451186
5.704421522,5.713636348,74.25778883,,,,,,,,,,5.713636348,2.866170579,85.27086307,76.29621121,44.04604,74.25778883
5.808559668,5.817960579,75.27437499,,,,,,,,,,5.817960579,33.64936564,62.53756277,55.38059109,39.7532452,75.27437499
5.912879871,5.922415478,71.13002695,,,,,,,,,,5.922415478,42.70065035,63.60310947,57.81720276,36.84942971,71.13002695
6.017231381,6.026811461,57.97331377,,,,,,,,,,6.026811461,36.51223809,34.87486231,47.30062284,31.99304096,57.97331377
6.12147114,6.131134522,48.71179722,,,,,,,,,,6.131134522,46.85974584,44.26631024,40.32554656,13.76523823,48.71179722
6.22580712,6.235450777,29.14872835,,,,,,,,,,6.235450777,31.16425387,33.13448678,30.70644984,63.81423046,29.14872835
6.329824693,6.33977197,41.9193268,,,,,,,,,,6.33977197,7.953818339,24.35527011,44.19719756,57.2108171,41.9193268
6.434168911,6.444165446,29.24153636,,,,,,,,,,6.444165446,-0.337256375,18.72426492,72.28090174,54.81819141,29.24153636
6.53096061,6.540958679,13.07295441,,,,,,,,,,6.540958679,14.17307025,25.29658828,36.14713748,56.27377275,13.07295441
6.635421757,6.645779943,31.40892723,,,,,,,,,,6.645779943,23.43643146,41.07204057,27.55636933,10.09216119,31.40892723
6.739447679,6.750221255,55.33627034,,,,,,,,,,6.750221255,23.08931827,48.00930706,32.69181711,14.35583823,55.33627034
6.844030796,6.85465987,23.27486823,,,,,,,,,,6.85465987,40.59935993,37.94838998,43.11039602,17.77285649,23.27486823
6.948277269,6.959038624,18.90186032,,,,,,,,,,6.959038624,34.35456231,62.02982006,26.80872959,14.01579084,18.90186032
7.05249035,7.063632073,39.30134897,,,,,,,,,,7.063632073,21.24668944,51.38859954,20.5592095,7.941502836,39.30134897
7.156748392,7.167963123,29.00908526,,,,,,,,,,7.167963123,23.55735816,15.69021235,33.85651817,28.31797437,29.00908526
7.260867832,7.272109464,14.13726853,,,,,,,,,,7.272109464,-8.268860136,23.15018542,44.95484757,34.47333401,14.13726853
7.364876933,7.37635529,20.23107592,,,,,,,,,,7.37635529,13.96539706,13.96660776,45.43878873,14.54725632,20.23107592
7.461954129,7.473316648,-7.7030565,,,,,,,,,,7.473316648,-16.04474809,31.72934102,55.11704013,42.05754592,-7.7030565
7.565972815,7.577629215,4.095096527,,,,,,,,,,7.577629215,-28.36061127,28.39151323,43.4902384,39.8039516,4.095096527
7.669667202,7.681493673,3.587812967,,,,,,,,,,7.681493673,4.39294333,48.70694442,24.38791494,36.50567097,3.587812967
7.773852414,7.78581297,-0.594768867,,,,,,,,,,7.78581297,-14.25631007,49.67115806,44.22043753,55.66982808,-0.594768867
7.878013726,7.890384782,22.82156837,,,,,,,,,,7.890384782,3.640934412,47.42887183,29.74853409,52.74605384,22.82156837
7.982247034,7.994680158,11.44132028,,,,,,,,,,7.994680158,-45.8846306,41.8980906,44.67577549,36.97332105,11.44132028
8.08609459,8.099044777,45.54889591,,,,,,,,,,8.099044777,15.85619654,32.10717088,40.25724583,37.7303322,45.54889591
8.190404307,8.203207812,13.31596412,,,,,,,,,,8.203207812,-3.496453696,-0.881145439,5.773327814,6.070727425,13.31596412
8.287109283,8.300003387,6.053487244,,,,,,,,,,8.300003387,-7.715856638,-15.14341323,16.57766389,12.07854307,6.053487244
8.391395258,8.404368045,-3.676943694,,,,,,,,,,8.404368045,-9.462799615,6.361579176,-3.345764056,27.06659866,-3.676943694
8.495418806,8.508587485,-1.661986912,,,,,,,,,,8.508587485,-18.91417903,28.69230345,18.30892981,22.93882186,-1.661986912
8.599583197,8.613071111,12.6427209,,,,,,,,,,8.613071111,-30.66610391,-3.76762581,6.500987028,37.02116712,12.6427209
8.696513531,8.710037171,-0.135804403,,,,,,,,,,8.710037171,-6.508904907,-16.2515845,1.736308866,32.08075528,-0.135804403
8.807825312,8.82178033,24.15904793,,,,,,,,,,8.82178033,18.29924088,16.80809567,16.2193185,4.311034359,24.15904793
8.912181946,8.926076366,0.512088532,,,,,,,,,,8.926076366,-14.13116133,-5.64498838,-6.838292888,8.481268829,0.512088532
9.016551113,9.030376941,-23.93503626,,,,,,,,,,9.030376941,-22.63826859,11.23011328,-11.74623709,47.7792763,-23.93503626
9.12038279,9.134592211,-3.149276304,,,,,,,,,,9.134592211,-33.65386655,-23.25328457,49.43258305,7.008338743,-3.149276304
9.20936925,9.223813384,5.276897812,,,,,,,,,,9.223813384,1.970498015,12.67594074,7.897099428,11.1342281,5.276897812
9.320927955,9.335618609,11.07548412,,,,,,,,,,9.335618609,-17.99516932,-16.36228986,10.3073735,34.29994679,11.07548412
9.424906514,9.439896591,23.43366912,,,,,,,,,,9.439896591,17.03349905,31.05831176,9.182462923,7.832379344,23.43366912
9.529312548,9.54415005,-9.403810628,,,,,,,,,,9.54415005,-12.7021289,6.65229294,9.444776881,11.32301937,-9.403810628
9.632994324,9.648372773,27.11609255,,,,,,,,,,9.648372773,-7.449466787,37.04490197,30.59340506,13.76011679,27.11609255
9.729743335,9.745105829,9.208758085,,,,,,,,,,9.745105829,-0.041608913,12.2667878,16.29130799,9.015143788,9.208758085
9.841449618,9.856833764,-7.466422404,,,,,,,,,,9.856833764,-24.37965499,-0.260990155,36.28539333,30.64922775,-7.466422404
9.945354446,9.961173094,18.38931765,,,,,,,,,,9.961173094,7.898631575,30.63214109,14.32838166,13.85352923,18.38931765
10.04936591,10.0654347,25.82186411,,,,,,,,,,10.0654347,-29.46143808,19.77224567,48.09760919,51.44883164,25.82186411
10.14584203,10.16232106,50.50817839,,,,,,,,,,10.16232106,-1.037879166,20.4645208,22.80473512,56.41967728,50.50817839
10.24244236,10.25892152,34.23240323,,,,,,,,,,10.25892152,-37.44387675,27.68454157,45.38533262,44.04696515,34.23240323
10.35447709,10.37080259,0,,,,,,,,,,10.37080259,3.55E-10,0,-3.55E-10,0,0
